S NO,NAME,City,Location,Location-href,Website,Cuisines,Price range,Review,Tot_review
2.0,1976,Trivandrum,"Gpo Ln Ambujavilasam Road Near Capital Hotel,, Thiruvananthapuram (Trivandrum) 695001 India","https://maps.google.com/maps?saddr=&daddr=Gpo+Ln+Ambujavilasam+Road+Near+Capital+Hotel%2C%2C+Thiruvananthapuram+%28Trivandrum%29+695001+India@8.49438,76.94715",http://1976.in/,"Indian, Chinese, International, Asian, Thai",₹80 - ₹9000,4.0,99 reviews
3.0,Beatles Cafe Grill House,Trivandrum,"Lighthouse Beach Llight House Beach, Kovalam, Kovalam 69552 India","https://maps.google.com/maps?saddr=&daddr=Lighthouse+Beach+Llight+House+Beach%2C+Kovalam%2C+Kovalam+69552+India@8.384338,76.98003",http://beatleskovalam.com/,"Chinese, Internnational",₹90 - ₹789,4.0,241 reviews
4.0,Santana Restaurant,Trivandrum,"Light House Beach Hotel Sea View Palace, Vizhinjam, Kovalam 695527 India","https://maps.google.com/maps?saddr=&daddr=Light+House+Beach+Hotel+Sea+View+Palace%2C+Vizhinjam%2C+Kovalam+695527+India@8.385145,76.979546",5.0,6.0,₹90 - ₹3456,4.0,151 reviews
7.0,Coconut Grove,Trivandrum,"Light House Beach, Vizhinjam, Near Jeevan Resort, Kovalam India","https://maps.google.com/maps?saddr=&daddr=Light+House+Beach%2C+Vizhinjam%2C+Near+Jeevan+Resort%2C+Kovalam+India@8.386096,76.97839",8.0,9.0,₹180 - ₹6789,4.0,287 reviews
10.0,Molly's Retreat Restaurant,Trivandrum,"Molly's Retreat B +B Gv Raja Road, Samudra Beach, Kovalam, Kovalam 695527 India","https://maps.google.com/maps?saddr=&daddr=Molly%27s+Retreat+B+%2BB+Gv+Raja+Road%2C+Samudra+Beach%2C+Kovalam%2C+Kovalam+695527+India@8.402257,76.97403",http://www.mollysretreatkovalam.com/,Chinese,₹670 - ₹3600,4.0,107 reviews
1.0,Cafe Sarwaa,Trivandrum,"Bal Mahal, Opposite All India Radio, Vazhuthacaud-Poojappura road Vazhuthacaud to DPI road, Diagonally opposite All India Radio, Thiruvananthapuram (Trivandrum) 695010 India","https://maps.google.com/maps?saddr=&daddr=Bal+Mahal%2C+Opposite+All+India+Radio%2C+Vazhuthacaud-Poojappura+road+Vazhuthacaud+to+DPI+road%2C+Diagonally+opposite+All+India+Radio%2C+Thiruvananthapuram+%28Trivandrum%29+695010+India@8.497849,76.96033",http://www.cafesarwaa.com/,"Indian,International",₹380 - ₹6789,4.5,53 reviews
2.0,Kingfisher,Trivandrum,"Lighthouse Beach Kovalam Thiruvananthapuram, Kovalam 695527 India","https://maps.google.com/maps?saddr=&daddr=Lighthouse+Beach+Kovalam+Thiruvananthapuram%2C+Kovalam+695527+India@8.386994,76.97679",3.0,"Meals,Dinner",₹20 - ₹610,4.0,188 reviews
4.0,Swiss Cafe,Trivandrum,"Lighthouse Beach, Kovalam 695527 India","https://maps.google.com/maps?saddr=&daddr=Lighthouse+Beach%2C+Kovalam+695527+India@8.386844,76.9771",https://www.facebook.com/pages/Swiss-Cafe-Kovalam/531683716918745,"Dinner, Lunch",₹900 - ₹6890,4.0,229 reviews
5.0,Suprabhatam,Trivandrum,"Kovalam Beach, Kovalam 695294 India","https://maps.google.com/maps?saddr=&daddr=Kovalam+Beach%2C+Kovalam+695294+India@8.39809,76.98207",6.0,"Breakfast, Lunch, Dinner",₹700 - ₹7000,4.0,165 reviews
7.0,the german bakery - waves restaurant,Trivandrum,"Light House Street Light House Beach, Kovalam 695521 India","https://maps.google.com/maps?saddr=&daddr=Light+House+Street+Light+House+Beach%2C+Kovalam+695521+India@8.385583,76.97901",http://www.thebeachhotel-kovalam.com/,"Seafood, Indian",₹100 - ₹5678,3.5,626 reviews
8.0,Thakkaaram,Trivandrum,"Press Road Santhi Nagar Naaz Tower, A-7, Thiruvananthapuram (Trivandrum) 695001‎ India","https://maps.google.com/maps?saddr=&daddr=Press+Road+Santhi+Nagar+Naaz+Tower%2C+A-7%2C+Thiruvananthapuram+%28Trivandrum%29+695001%E2%80%8E+India@8.494819,76.94865",http://www.thakkaram.com/,International,₹20 - ₹9000,4.0,309 reviews
9.0,Jasmine Bay,Trivandrum,"Gv Raja Vattapara Road Kovalam, Thiruvananthapuram (Trivandrum) 695527 India","https://maps.google.com/maps?saddr=&daddr=Gv+Raja+Vattapara+Road+Kovalam%2C+Thiruvananthapuram+%28Trivandrum%29+695527+India@8.403947,76.973885",http://www.vivantabytaj.com/Kovalam-Kerala/Dining/Jasmine-Bay-Restaurant.html,10.0,₹80 - ₹6890,4.5,70 reviews
1.0,Imperial Kitchen,Trivandrum,"Keston Road Near Devaswom Board Junction, Kowdiar, Thiruvananthapuram (Trivandrum) 695003 India","https://maps.google.com/maps?saddr=&daddr=Keston+Road+Near+Devaswom+Board+Junction%2C+Kowdiar%2C+Thiruvananthapuram+%28Trivandrum%29+695003+India@8.5164,76.95857",http://imperialkitchentvm.in/,2.0,₹40 - ₹2897,4.0,245 reviews
3.0,Jothi Vilas Pure Veg,Trivandrum,"J.V Road Next to Ktdc Samudra and Samudra Beach, Kovalam 695527 India","https://maps.google.com/maps?saddr=&daddr=J.V+Road+Next+to+Ktdc+Samudra+and+Samudra+Beach%2C+Kovalam+695527+India@8.400871,76.97281",https://www.facebook.com/Jothi-Vilas-250555611816149/,"Italian, international",₹80 - ₹5600,4.5,188 reviews
4.0,Crab Club,Trivandrum,"Lighthouse Beach, Kovalam 695527 India","https://maps.google.com/maps?saddr=&daddr=Lighthouse+Beach%2C+Kovalam+695527+India@8.385069,76.9796",http://www.subi.co.in/,5.0,₹50 - ₹6900,4.0,190 reviews
6.0,Ajwa,Trivandrum,"Women's College Panavila Road Panavila, Thycaud, Thiruvananthapuram (Trivandrum) 695034 India","https://maps.google.com/maps?saddr=&daddr=Women%27s+College+Panavila+Road+Panavila%2C+Thycaud%2C+Thiruvananthapuram+%28Trivandrum%29+695034+India@8.46398,76.95181",http://www.ajwabiriyani.in/restaurant.php,International,₹100 - ₹625,4.0,198 reviews
7.0,South Park Inn Restaurant (Regency),Trivandrum,"M G Road, Thiruvananthapuram (Trivandrum) 695034 India","https://maps.google.com/maps?saddr=&daddr=M+G+Road%2C+Thiruvananthapuram+%28Trivandrum%29+695034+India@8.501064,76.949615",http://thesouthpark.com/dining.php,Italian,₹20 - ₹626,4.5,109 reviews
8.0,The Yellow Chilli,Trivandrum,"Aswathy Complex,Pipeline Road Near Narmada Shopping Complex, Thiruvananthapuram (Trivandrum) 695005 India","https://maps.google.com/maps?saddr=&daddr=Aswathy+Complex%2CPipeline+Road+Near+Narmada+Shopping+Complex%2C+Thiruvananthapuram+%28Trivandrum%29+695005+India@8.51623,76.95515",http://www.theyellowchilli.com/,"Asian, Indian",₹50 - ₹627,4.5,71 reviews
9.0,Black Cat Restaurant,Trivandrum,"Light House Beach, Kovalam 695521 India","https://maps.google.com/maps?saddr=&daddr=Light+House+Beach%2C+Kovalam+695521+India@8.384456,76.98",https://www.facebook.com/binurmedayil/,Indian,₹100 - ₹628,4.5,68 reviews
10.0,Catamaran Restaurant,Trivandrum,"Vp/439 No 5 Beach Road Itdc Road Turtle On The Beach Hotel, Kovalam, Thiruvananthapuram (Trivandrum) 695527 India","https://maps.google.com/maps?saddr=&daddr=Vp%2F439+No+5+Beach+Road+Itdc+Road+Turtle+On+The+Beach+Hotel%2C+Kovalam%2C+Thiruvananthapuram+%28Trivandrum%29+695527+India@8.390222,76.97637",http://www.turtleonthebeach.com/,"Seafood, Dinner",1.0,5.0,43 reviews
2.0,Indian Coffee House,Trivandrum,"M.L.A. Hostel Compound Palayam, Thiruvananthapuram (Trivandrum) 695034 India","https://maps.google.com/maps?saddr=&daddr=M.L.A.+Hostel+Compound+Palayam%2C+Thiruvananthapuram+%28Trivandrum%29+695034+India@8.487882,76.95087",http://www.indiancoffeehouse.com/branches.php?distid=3,3.0,₹90 - ₹690,4.0,429 reviews
4.0,Paragon Restaurant,Trivandrum,"4631 Ulloor Road Opposite SBI, Kesavadasapuram, Thiruvananthapuram (Trivandrum) 695004 India","https://maps.google.com/maps?saddr=&daddr=4631+Ulloor+Road+Opposite+SBI%2C+Kesavadasapuram%2C+Thiruvananthapuram+%28Trivandrum%29+695004+India@8.529349,76.93431",http://paragonrestaurant.net/,5.0,₹30 - ₹6456,4.0,140 reviews
6.0,Lonely Planet,Trivandrum,"Lighthouse Beach Beach Road, Kovalam 695527 India","https://maps.google.com/maps?saddr=&daddr=Lighthouse+Beach+Beach+Road%2C+Kovalam+695527+India@8.387024,76.978676",7.0,"Indian, internatinal",₹20 - ₹8900,4.0,224 reviews
8.0,V Bar,Trivandrum,"Punnen Road, Statue Hilton Garden Inn Trivandrum, Thiruvananthapuram (Trivandrum) 695039 India","https://maps.google.com/maps?saddr=&daddr=Punnen+Road%2C+Statue+Hilton+Garden+Inn+Trivandrum%2C+Thiruvananthapuram+%28Trivandrum%29+695039+India@8.499403,76.95017",http://www.trivandrum.hgi.com/,International,₹40 - ₹900,4.5,89 reviews
9.0,The Skybar,Trivandrum,"Kovalam Beach Rd The Leela Kovalam, A Raviz Hotel - India's Only Cliff-top Beach Resort, Kovalam 695527 India","https://maps.google.com/maps?saddr=&daddr=Kovalam+Beach+Rd+The+Leela+Kovalam%2C+A+Raviz+Hotel+-+India%27s+Only+Cliff-top+Beach+Resort%2C+Kovalam+695527+India@8.393574,76.97134",http://www.theleela.com/the-leela-kovalam-a-raviz-hotel/restaurants/the-sky-bar,"Chinese, Internnational",₹70 - ₹2000,4.5,73 reviews
10.0,Hindustani Pure Vegetarian Restaurant,Trivandrum,"Back side Orion hotel Light House Beach, Kovalam 695527 India","https://maps.google.com/maps?saddr=&daddr=Back+side+Orion+hotel+Light+House+Beach%2C+Kovalam+695527+India@8.385178,76.97995",http://www.facebook.com/singhyuvi2012/,Italian,₹56 - ₹635,4.5,94 reviews
1.0,Fusion Restaurant,Trivandrum,"Fusion Restaurant, Light House Beach, Kovalam near Light House, Kovalam 695521 India","https://maps.google.com/maps?saddr=&daddr=Fusion+Restaurant%2C+Light+House+Beach%2C+Kovalam+near+Light+House%2C+Kovalam+695521+India@8.383892,76.98026",http://thebeachhotel-kovalam.com/restaurant-fusion,2.0,₹89 - ₹6908,4.0,301 reviews
3.0,Banana Leaf Restaurant Kovalam,Trivandrum,"Behind Hotel Orion, Next To Suprabhatham Restarant, Kovalam 695521 India","https://maps.google.com/maps?saddr=&daddr=Behind+Hotel+Orion%2C+Next+To+Suprabhatham+Restarant%2C+Kovalam+695521+India@8.385466,76.9797",https://www.facebook.com/BananaLeafKovalam/,4.0,₹45 - ₹6377,5.0,45 reviews
5.0,Cafe Jade,Trivandrum,"Manorama Road Thampanoor Manorama Road, Thiruvananthapuram (Trivandrum) 695001 India","https://maps.google.com/maps?saddr=&daddr=Manorama+Road+Thampanoor+Manorama+Road%2C+Thiruvananthapuram+%28Trivandrum%29+695001+India@8.491977,76.95356",http://www.hycinthhotels.com/,Chinese,₹29 - ₹638,4.5,147 reviews
6.0,Malabar Cafe,Trivandrum,"Lighthouse Beach, Kovalam 695527 India","https://maps.google.com/maps?saddr=&daddr=Lighthouse+Beach%2C+Kovalam+695527+India@8.385366,76.97921",https://www.facebook.com/pages/Malabar-Cafe-kovalam/119939458155692,"Local cuisine, Indian, Seafood, Asian, Vegetarian Friendly, Vegan Options",₹33 - ₹4000,4.0,569 reviews
7.0,Oyster Restaurant,Trivandrum,"Samudra Beach, Kovalam India","https://maps.google.com/maps?saddr=&daddr=Samudra+Beach%2C+Kovalam+India@8.401031,76.97195",http://www.facebook.com/OysterRastaurantNarsingdi/,"Indian, asian",₹55 - ₹640,4.5,225 reviews
8.0,Mothers Veg Plaza,Trivandrum,"Bakery Junction Near Russian Culture, Thiruvananthapuram (Trivandrum) 695034 India","https://maps.google.com/maps?saddr=&daddr=Bakery+Junction+Near+Russian+Culture%2C+Thiruvananthapuram+%28Trivandrum%29+695034+India@8.500293,76.95317",http://mothersvegplaza.com/,"Indian, local cuisine",₹77 - ₹7890,4.0,489 reviews
9.0,The Terrace,Trivandrum,"Kovalam Beach Road Lobby level, Kovalam 695527 India","https://maps.google.com/maps?saddr=&daddr=Kovalam+Beach+Road+Lobby+level%2C+Kovalam+695527+India@8.393726,76.971725",http://www.theleela.com/the-leela-kovalam-a-raviz-hotel/restaurants/the-terrace,"Indian,International",₹99 - ₹642,4.5,264 reviews
10.0,Zam Zam Restaurant,Trivandrum,"VJT University Road Opposite MLA Hostel, Palayam, Thiruvananthapuram (Trivandrum) 695034 India","https://maps.google.com/maps?saddr=&daddr=VJT+University+Road+Opposite+MLA+Hostel%2C+Palayam%2C+Thiruvananthapuram+%28Trivandrum%29+695034+India@8.503439,76.9498",http://zamzamrestaurants.com/,"Indian, Italian, International, European",₹23 - ₹2000,4.0,683 reviews
1.0,Ariya Nivaas,Trivandrum,"Manorama Road Aristo Junction, Near Thampanoor, Thiruvananthapuram (Trivandrum) 695014 India","https://maps.google.com/maps?saddr=&daddr=Manorama+Road+Aristo+Junction%2C+Near+Thampanoor%2C+Thiruvananthapuram+%28Trivandrum%29+695014+India@8.489785,76.95377",2.0,"Local cuisine, Indian, Asian, Vegetarian Friendly, Vegan Options",₹7 - ₹644,4.0,927 reviews
3.0,Anithas Bistro & Cafe,Trivandrum,"Light House Rd Anithas Garden Stay, Kovalam 695521 India","https://maps.google.com/maps?saddr=&daddr=Light+House+Rd+Anithas+Garden+Stay%2C+Kovalam+695521+India@8.384492,76.98059",http://www.anithasgardenstay.com/,"Indian, Asian",₹266 - ₹9000,4.5,249 reviews
4.0,Mynt,Trivandrum,"Vivanta Thiruvananthapuram, Extra Police Road, Nandavanam Palayam, Thiruvananthapuram (Trivandrum) 695033 India","https://maps.google.com/maps?saddr=&daddr=Vivanta+Thiruvananthapuram%2C+Extra+Police+Road%2C+Nandavanam+Palayam%2C+Thiruvananthapuram+%28Trivandrum%29+695033+India@8.505103,76.952934",http://www.vivantahotels.com/en-in/vivanta-thiruvananthapuram/restaurants/mynt,"Indian, Asian, Chineese",₹299 - ₹646,5.0,54 reviews
5.0,Bait,Trivandrum,"GV Vattappara Road Vivanta By Taj Green Cove, Kovalam Beach, Kovalam 695527 India","https://maps.google.com/maps?saddr=&daddr=GV+Vattappara+Road+Vivanta+By+Taj+Green+Cove%2C+Kovalam+Beach%2C+Kovalam+695527+India@8.404828,76.97059",http://www.tajhotels.com/,"Indian, Asian, local cuisine",₹278 - ₹7890,4.5,547 reviews
6.0,Lobster Pot,Trivandrum,Kovalam 695527 India,"https://maps.google.com/maps?saddr=&daddr=Kovalam+695527+India@8.398225,76.97373",https://www.facebook.com/thelobsterpotkovlam/,"Indian, Asian, seafood",₹456 - ₹609,4.5,196 reviews
7.0,Alis Kitchen,Trivandrum,"Kovalam Kovalam Grove Beach, Kovalam 695527 India","https://maps.google.com/maps?saddr=&daddr=Kovalam+Kovalam+Grove+Beach%2C+Kovalam+695527+India@8.377786,76.98679",8.0,"Indian, Asian",₹888 - ₹7000,5.0,88 reviews
9.0,3rd Rock,Trivandrum,"G.V. Raja Road Samudra Beach Kovalam, Kovalam 695527 India","https://maps.google.com/maps?saddr=&daddr=G.V.+Raja+Road+Samudra+Beach+Kovalam%2C+Kovalam+695527+India@8.400367,76.97161",http://www.facebook.com/pages/3rd-Rock/412442582451855?ref=br_rs,"Local cuisine, Indian, Vegetarian Friendly, Vegan Options",10.0,4.5,448 reviews
1.0,Sanjeevini Restaurant,Trivandrum,"Samudra Beach Road Upstairs opposite Sastha Bakery, just past Molly's adjacent to Uday Samudra (UDS) car park exit, Kovalam 695527 India","https://maps.google.com/maps?saddr=&daddr=Samudra+Beach+Road+Upstairs+opposite+Sastha+Bakery%2C+just+past+Molly%27s+adjacent+to+Uday+Samudra+%28UDS%29+car+park+exit%2C+Kovalam+695527+India@8.399402,76.97352",http://sanjeevni-resturant.business.site/,"Local cuisine, Indian, Vegetarian Friendly, Vegan Options",2.0,4.5,404 reviews
3.0,The Tides,Trivandrum,"Kovalam Beach Road The Leela, Kovalam, Kovalam 695527 India","https://maps.google.com/maps?saddr=&daddr=Kovalam+Beach+Road+The+Leela%2C+Kovalam%2C+Kovalam+695527+India@8.394463,76.97298",http://www.theleela.com/the-leela-kovalam-a-raviz-hotel/restaurants/tides,"Local cuisine, Indian, Vegetarian Friendly, Vegan Options",₹770 - ₹7009,4.5,309 reviews
4.0,Villa Maya,Trivandrum,"Airport Road, Trivandrum Vallakadavu, Thiruvananthapuram (Trivandrum) 695008 India","https://maps.google.com/maps?saddr=&daddr=Airport+Road%2C+Trivandrum+Vallakadavu%2C+Thiruvananthapuram+%28Trivandrum%29+695008+India@8.481779,76.93704",http://www.villamaya.in/cuisine.php,"Indian, Seafood",₹20 - ₹6300,4.5,"1,517 reviews"
5.0,Curry leaf,Trivandrum,"Leela Beach Near by Mosque, Kovalam Beach, Kovalam 695527 India","https://maps.google.com/maps?saddr=&daddr=Leela+Beach+Near+by+Mosque%2C+Kovalam+Beach%2C+Kovalam+695527+India@8.398499,76.97327",6.0,"Local cuisine, Indian, Seafood, Asian, Vegetarian Friendly, Vegan Options",₹80 - ₹654,4.5,587 reviews
7.0,Garden Grille & Bar Restaurant,Trivandrum,8.0,9.0,10.0,1.0,₹20 - ₹8090,4.5,333 reviews
2.0,O Café,Trivandrum,3.0,4.0,5.0,"Italian, chinese",₹890 - ₹9090,5.0,616 reviews
6.0,Blnd Restobar,Trivandrum,7.0,8.0,9.0,"Italian, Chinese, Indian, Bar, Vegetarian Friendly",₹20 - ₹657,5.0,708 reviews
